Incident ID,Article URL,Incident Description,Publication Date,Incident Date,Pub Date Minus Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Previous Tags,Needs Review,D4G Notes,CCMF Notes,Status
773,https://www.martlet.ca/letter-an-open-letter-to-the-victoria-police-department/,Director of International Student Relations accuses Victoria police of racial violence,2020-01-24,2020-01-21,3,British Columbia,Victoria,,Non-Criminal,,,Indigenous,,,,,,,,,,,,NC; protest ; allegations; anti-indigenous; Victoria,,,,
774,https://www.newwestrecord.ca/news/new-west-police-have-a-new-policy-on-controversial-street-checks-1.24062498,New West police have a new policy on controversial street checks,2020-01-27,2020-01-27,0,British Columbia,New Westminster,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",,,,,,,,,,Politics,Harassment: Racial profiling,"NC; political ; profiled; anti-indigenous ; anti-black ; anti-racism; New Westminster, BC",,,,
775,https://www.cbc.ca/news/canada/edmonton/do-rag-dispute-silent-protest-1.5444030,Silent protest held at Edmonton Catholic board meeting over do-rag dispute,2020-01-28,2020-01-28,0,Alberta,Edmonton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; protest; anti-black; Edmonton,,,,
776,https://www.cbc.ca/news/canada/toronto/racism-coronavirus-canada-1.5449023,"""My sister-in-law said in her workplace there were people coughing and the Chinese staff were told by the manager not to come back to work the next day, but not the other staff,"" Go told CBC News.",2020-02-01,2020-02-01,0,Ontario,Toronto,,Non-Criminal,,,East Asian,,,China,,,,,,,Workplace,Harassment: Racial profiling,NC; profiled; anti-chinese; Toronto,,,,
777,https://www.sudbury.com/local-news/racist-incident-shakes-louis-street-activist-2068848,Racist incident shakes Louis Street activist,2020-02-04,2020-02-04,0,Ontario,Sudbury,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,"Harassment: Other, Hate speech: Other",NC; hate speech ; harassment; anti-black; Sudbury,,,,
778,https://globalnews.ca/news/6500898/vandalized-provincial-sign-northern-pulp/,Vandalized provincial sign an act of racism in response to Northern Pulp shut down: N.S. MP,2020-02-03,2020-02-03,0,Nova Scotia,Amherst,,Non-Criminal,,,Indigenous,,,,,,,,,,,Vandalism,"NC; vandalism; anti-indigenous; Amherst, NS",,,,
779,https://www.cbc.ca/news/politics/lynn-beyak-metis-anti-racism-training-session-1.5450372,Lynn Beyak claimed she was Métis during her anti-racism training sessions,2020-02-03,2020-02-03,0,Ontario,,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,,NC; political; anti-indigenous; Ontario,,,,
780,https://www.cbc.ca/news/canada/manitoba/winnipeg-calvin-christian-school-offensive-language-1.5453777,"Language used by principal in school newsletter 'inappropriate and racist,' Winnipeg dad says",2020-02-06,2020-02-06,0,Manitoba,Winnipeg,,Non-Criminal,,,Indigenous,,,,,,,,,,Educational institute: Other,Hate speech: Letter/flyer,NC; hate speech; anti-indigenous; Winnipeg,,,,
781,https://globalnews.ca/news/6547719/racist-posters-durham-region-police/,Police searching for suspects who allegedly placed racist posters around Durham Region,2020-02-13,2020-02-07,6,Ontario,Whitby,,,,,,,,,,,,,,Xenophobia,,Hate speech: Other,"Police Investigation; hate speech; anti-immigrant ; white supremacist; Whitby, ON",,,,
782,https://www.cbc.ca/news/canada/montreal/longueil-police-coronavirus-bullying-1.5452371,"Students, parents on Montreal's South Shore warned against racism over coronavirus",2020-02-05,2020-02-05,0,Quebec,Longueuil,,Non-Criminal,,,,,,,,,,,,,,,"NC; race relations; anti-racism; Longueuil, QC",,,,
783,https://montrealgazette.com/news/local-news/opposition-renews-call-for-bodycams,opposition demands body cameras for montreal police,2020-02-05,2020-02-05,0,Quebec,Montreal,,Non-Criminal,,,"Black/African/Caribbean, Indigenous, Middle Eastern",,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-black ; anti-indigenous ; anti-arab ; anti-racism; Montreal,,,,
784,https://www.cbc.ca/news/canada/british-columbia/indigenous-racial-profiling-accusation-b-c-1.5455401,Indigenous man kicked out of B.C. restaurant over coffee creamers alleges racial profiling,2020-02-07,2020-02-07,0,British Columbia,Nanaimo,,Non-Criminal,,,Indigenous,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-indigenous; Nanaimo,,,,
785,https://www.citynews1130.com/2020/02/14/increasing-racism-wetsuweten-people/,"Online, hundreds of people have suggested drivers run over Wet’suwet’en protesters",2020-02-14,2020-02-14,0,,,,Non-Criminal,,,Indigenous,,,,,,,,,,"Online: Other, Politics",,NC; political ; protest; anti-indigenous; National,,,,
786,https://www.nationalobserver.com/2020/02/14/news/scheer-blasted-racist-and-absurd-telling-wetsuweten-supporters-check-their-privilege,Scheer blasted as 'racist and absurd' for telling Wet'suwet'en supporters to 'check their privilege',2020-02-11,2020-02-14,-3,,,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,,NC; political ; protest; anti-indigenous; National,,,,
787,https://www.cbc.ca/news/canada/manitoba/indigenous-racism-winnipeg-violet-baptiste-1.5464202,Winnipeg woman asks why nobody spoke up to racist bus riders,2020-02-14,2020-02-14,0,Manitoba,Winnipeg,,Non-Criminal,,,Indigenous,,,,,,,,,,"Politics, Transit",,NC; political ; protest; anti-indigenous; Winnipeg,,,,
788,https://www.ctvnews.ca/canada/ont-woodshop-teacher-suspended-after-racist-comment-safety-violations-1.4811233,"Ont. woodshop teacher suspended after racist comment, safety violations",2020-02-13,2020-02-13,0,Ontario,Brampton,,,,,Central Asian,,Afghanistan,,,,,,,,Educational institute: Other,Hate speech: Other,HR investigation; hate speech; anti-afghan; Brampton,,,,
789,https://globalnews.ca/news/6555169/pallister-accused-of-racist-language-in-fundraising-letter-on-blockades/,Pallister accused of racist language in fundraising letter on blockades,2020-02-14,2020-02-14,0,Manitoba,,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,Hate speech: Letter/flyer,NC; political ; protest; anti-indigenous; Manitoba,,,,
790,https://www.cbc.ca/news/canada/thunder-bay/dryden-hotel-racism-accusations-1.5457376,Dryden hotel faces racism accusation during Indigenous hockey tournament,2020-02-09,2020-02-09,0,Ontario,Dryden,,Non-Criminal,,,Indigenous,,,,,,,,,,Sports: Hockey,,"NC; allegations; anti-indigenous; Dryden, ON",,,,
791,https://montreal.ctvnews.ca/montreal-man-alleges-racial-profiling-wants-apology-after-police-barge-into-super-bowl-party-he-says-1.4812952,"Montreal man alleges racial profiling, wants apology after police barge into Super Bowl party, he says",2020-02-14,2020-02-14,0,Quebec,Montreal,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-black; Montreal,,,,
792,https://www.lawtimesnews.com/resources/professional-regulation/lso-diversity-debate-reignited-after-alleged-conflict-between-equity-advisor-bencher/325421,"LSO diversity debate reignited after alleged conflict between equity advisor, bencher",,2020-01-24,,Ontario,,,Non-Criminal,,,,,,,,,,,,,Politics,Harassment: Racial profiling,NC; profiled ; political; not specified; Ontario,,,,
793,https://atlantic.ctvnews.ca/protesters-show-support-for-woman-charged-in-walmart-incident-1.4818337,Protesters show support for woman charged in Walmart incident,2020-02-19,2020-02-19,0,Nova Scotia,Halifax,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,NC; profiled ; protest; anti-black ; anti-racism; Halifax,,,,
794,https://www.cbc.ca/news/canada/toronto/toronto-police-plan-cctv-cameras-jane-finch-community-surprised-angry-1.5469409,This is surveillance': Jane-Finch community angry at police plan for CCTV cameras,2020-02-19,2020-02-19,0,Ontario,Toronto,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,NC; human rights ; profiled; anti-black ; anti-racism ; anti-POC; Toronto,,,,
795,https://www.thechronicleherald.ca/news/local/mom-accuses-halifax-police-of-racial-profiling-in-boys-violent-arrest-at-bedford-mall-414668/,Mom accuses Halifax police of racial profiling in boy's violent arrest at Bedford mall,,2020-02-23,,Nova Scotia,Bedford,,,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,"Police Investigation; profiled; anti-black; Bedford, NS",,,,
796,https://panow.com/2020/02/25/p-a-establishes-curfew-on-walkways-exempts-rotary-trail/,"P.A. establishes curfew on walkways, exempts Rotary Trail, despite the fervent opposition of one councillor who said it could lead to racial profiling and infringe on residents’ civil liberties.",,2020-02-25,,Saskatchewan,Prince Albert,,Non-Criminal,,,,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-POC; Prince Albert,,,,
797,https://globalnews.ca/news/6579968/value-village-toronto-racist-tirade-video/,Video appears to show man’s racist tirade toward security guard at Toronto Value Village store,2020-02-21,2020-02-21,0,Ontario,Toronto,,Non-Criminal,,,South Asian,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-south asian; Toronto,,,,
798,https://www.thestar.com/opinion/2020/02/18/humiliation-and-isolation-black-professor-at-york-university-alleges-racism-and-harassment.html,‘Humiliation and isolation’: Black professor at York University alleges racism and harassment,,2020-02-20,,Ontario,Toronto,York University,,,,Black/African/Caribbean,,,,,,,,,,Educational institute: Post-secondary,Harassment: Other,HR investigation; harassment; anti-black; Toronto,,,,
799,https://www.cjnews.com/news/canada/jewish-toronto-restaurateur-fights-racism,JEWISH TORONTO RESTAURATEUR FIGHTS RACISM,,2020-02-20,,Ontario,Toronto,,Non-Criminal,,,East Asian,,,China,,,,,,,,,NC; race relations; anti-racism ; anti-chinese; Toronto,,,,
800,https://www.thestar.com/news/gta/2020/02/20/brampton-woodshop-teacher-suspended-for-six-months-after-making-racist-remarks-to-student.html,"Six-month suspension for Brampton teacher who made racist remarks to student ‘an insult,’ Muslim organization says",,2020-02-20,,Ontario,Brampton,,,,,Central Asian,,Afghanistan,,,,,,,,Educational institute: Other,Hate speech: Other,HR investigation; hate speech; anti-afghan ; anti-racism; Brampton,,,,
801,https://www.yorkregion.com/news-story/9859803-160-newmarket-students-write-positive-affirmations-after-racist-graffiti/,160 Newmarket students write ‘positive affirmations’ after racist graffiti,2020-02-24,2020-02-24,0,Ontario,Newmarket,,Non-Criminal,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,"NC; vandalism; anti-semitic ; anti-racism; Newmarket, ON",,,,
802,https://www.cbc.ca/news/canada/ottawa/racist-emails-ottawa-carleton-district-school-board-1.5474391,Racist email sent to OCDSB students,2020-02-24,2020-02-24,0,Ontario,Ottawa,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Ottawa,,,,
803,https://www.cbc.ca/kidsnews/post/it-really-hurts-first-nations-youth-use-red-tape-to-call-out-racism-in-hock,‘It makes me mad’: First Nations youth use red tape to call out racism in hockey,,2020-02-20,,Quebec,,,Non-Criminal,,,Indigenous,,,,,,,,,,Sports: Hockey,Hate speech: Other,NC; hate speech; anti-indigenous ; anti-racism; Quebec,,,,
804,https://atlantic.ctvnews.ca/haligonians-protest-police-brutality-on-halifax-regional-police-s-doorstep-1.4834130,Haligonians protest police brutality on Halifax Regional Police's doorstep,2020-03-01,2020-03-01,0,Nova Scotia,Halifax,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Harassment: Racial profiling,NC; protest ; profiled; anti-black; Halifax,,,,
806,https://aptnnews.ca/2020/02/28/do-not-seek-retribution-alberta-chief-calls-for-calm-after-racist-videos-surface/,‘Do not seek retribution’: Alberta chief calls for calm after racist videos surface,2020-02-28,2020-02-28,0,Alberta,,,Non-Criminal,,,Indigenous,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-indigenous; Central Alberta,,,,
808,https://globalnews.ca/news/6610934/ponoka-school-incident-social-media-hold-and-secure/,"Charges coming after incidents resulting in Alberta school going in hold and secure over racial slurs, threats",2020-02-28,2020-02-28,0,Alberta,Ponoka,,Criminal: Unknown,,,Indigenous,,,,,,,,,,Educational institute: Other,Hate speech: Other,C; hate speech; anti-indigenous; Ponoka,,,,
809,https://globalnews.ca/news/6608185/indigenous-wetsuweten-protests/,Racist comments on Indigenous stories prompts outlets to turn them off,2020-02-28,2020-02-28,0,,,,Non-Criminal,,,Indigenous,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-indigenous; National,,,,
810,https://globalnews.ca/news/6626029/indigenous-people-canada-racism-wetsuweten-blockades/,"Canadian Anti-Hate Network says certain politicians are inflaming the issue, making people feel it’s justifiable based on some of the hatred they’ve seen online, pointing to the Feb. 19 incident in Edmonton in which a group of counter-protesters dismantled part of a protest that had been blockading a CN Rail line where Conservative leadership candidate Peter MacKay tweeted his support",2020-03-03,2020-02-19,13,Alberta,Edmonton,,Non-Criminal,,,Indigenous,,,,,,,,,,"Online: Other, Politics",,NC; protest ; political; anti-indigenous; Edmonton,,,,
811,https://globalnews.ca/news/6594902/calgary-herald-racist-comic-syndicated-apology/,"Calgary Herald, international syndication service, apologize for ‘racist’ comic",2020-02-25,2020-02-25,0,Alberta,Calgary,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,Harassment: Racial profiling,NC; political ; profiled; anti-indigenous; Calgary,,,,
812,https://www.huffingtonpost.ca/entry/lynn-beyak-suspended-senate-second-time_ca_5e5829f9c5b6beedb4e8b42f,Lynn Beyak Suspended Again Over Racist Letters Despite Last-Ditch Apology,,2020-02-27,,Ontario,,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,Hate speech: Letter/flyer,NC; political; anti-indigenous; Ontario,,,,
813,https://www.straight.com/news/1366761/ndp-mla-anne-kang-calls-out-racist-confession-published-newspaper,"NDP MLA Anne Kang calls out ""racist confession"" published by Prince George newspaper",,2020-02-28,,British Columbia,Prince George,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,Hate speech: Other,NC; hate speech ; political; anti-indigenous ; anti-racism; Prince George,,,,
814,https://www.thechronicleherald.ca/opinion/local-perspectives/paul-schneidereit-zann-goes-national-with-fight-against-environmental-racism-416225/,Liberal MP introduces private member’s bill — the National Strategy to Redress Environmental Racism Act,,2020-02-26,,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political; anti-racism; Ottawa,,,,
815,https://www.cbc.ca/news/canada/windsor/clearview-ai-worrisome-for-black-indigenous-marginalized-communities-1.5486325,"Windsor police acknowledge their use of Clearview AI, which is worrisome for black, Indigenous, racialized groups because facial recognition tools have historically done a poor job of identifying people of colour, especially black people",2020-03-05,2020-03-05,0,Ontario,Windsor,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",,,,,,,,,,,Harassment: Racial profiling,NC; human rights ; profiled; anti-indigenous ; anti-black ; anti-POC; Windsor,,,,
816,https://www.insauga.com/police-called-after-racism-discussions-become-heated-at-peel-district-school-board-meeting,Police called after racism discussions become heated at Peel District School Board meeting,2020-02-26,2020-02-26,0,Ontario,Peel Region,,,,,Black/African/Caribbean,,,,,,,,,,"Educational institute: Other, Politics",,"Police Investigation; human rights ; political ; discrimination at work; anti-black; Peel District, ON",,,,
817,https://globalnews.ca/news/6671933/ontario-peel-school-board-review-racism/,Ontario government issues directives to Peel school board after review on racism,2020-03-13,2020-03-13,0,Ontario,Peel Region,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,"Educational institute: Other, Politics",,"NC; discrimination at work ; human rights ; political; anti-black; Peel District, ON",,,,
818,https://www.queensjournal.ca/story/2020-01-31/news/chinese-new-year-couplets-torn-down-in-victoria-hall/,Chinese New Year couplets torn down in Victoria Hall,2020-01-31,2020-01-31,0,Ontario,Kingston,,Non-Criminal,,,East Asian,,,China,,,,,,,,Vandalism,NC; vandalism; anti-chinese; Kingston,,,,
819,https://leaderpost.com/news/saskatchewan/schmidt-jury-recommendations-focus-on-bullying-supports/,Coroner's jury makes recommendations that focus on racism and bullying in school after 13-year-old's suicide,2020-03-09,2020-03-09,0,Saskatchewan,Regina,,,,,Black/African/Caribbean,,,,,,,,,,Educational institute: Other,Harassment: Other,HR investigation; discrimination at work ; harassment; anti-black; Regina,,,,
820,https://aptnnews.ca/2020/03/09/we-are-not-safe-online-threats-racism-causing-fear-for-indigenous-women-says-mmiwg-commissioner/,"Indigenous protesters called everything from “stupid” to “terrorists""",2020-03-09,2020-03-09,0,Saskatchewan,Saskatoon,,Non-Criminal,,,Indigenous,,,,,,,,,,,,NC; protest; anti-indigenous; Saskatoon,,,,
821,https://montreal.ctvnews.ca/brossard-mayor-calls-out-racist-misinformation-about-coronavirus-and-local-chinese-community-1.4791044?utm_medium=twitter&utm_source=dlvr.it,Brossard mayor calls out racist misinformation on social media about coronavirus and local Chinese community,2020-01-30,2020-01-30,0,Quebec,Brossard,,Non-Criminal,,,East Asian,,,China,,,,,,,Online: Social media,Harassment: Racial profiling,NC; profiled; anti-chinese; Brossard,,,,
822,https://thefulcrum.ca/news/it-was-a-horrible-experience-black-u-of-o-student-who-was-carded-slams-presidents-good-crisis-comments/,‘It was a horrible experience’: Black U of O student who was carded slams president’s ‘good crisis’ comments,,2020-03-14,,Ontario,Ottawa,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,,NC; human rights; anti-black; Ottawa,,,,
823,https://www.cbc.ca/news/canada/montreal/koreans-montreal-safety-warning-1.5501963,Montreal's Korean consulate issues safety warning after man stabbed,2020-03-18,2020-03-18,0,Quebec,Montreal,,Criminal: Unknown,,,,,,,,,,,,,,Harassment: Racial profiling,C; hate crime ; profiled ; allegations; anti-asian; Montreal,,,,
824,https://windsorstar.com/news/politics/pro-life-candidates-leslyn-lewis-derek-sloan-qualify-for-final-ballot-in-tory-leadership-race/wcm/073cbe30-b763-431e-8145-75f7ab896f06/,Conservative Party disqualifies Jim Karahalios from leadership race after complaints over his behaviour,2020-03-20,2020-03-20,0,Ontario,Ottawa,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,NC; hate speech; anti-muslim ; anti-black ; anti-racism; Ottawa,,,,
825,https://www.thestar.com/opinion/2020/03/16/migrant-worker-groups-slam-new-canadian-border-restrictions.html,Migrant worker groups says new Canadian border restrictions are racist,2020-03-16,2020-03-16,0,,,,Non-Criminal,,,,,,,,,,,,Xenophobia,,,NC; human rights; anti-immigrant; National,,,,
826,https://northernontario.ctvnews.ca/canadian-actor-subjected-to-covid-19-racism-in-north-bay-1.4871499,Canadian actor subjected to COVID-19 racism in North Bay,2020-03-27,2020-03-27,0,Ontario,North Bay,,Non-Criminal,,,,,,,,,,,,,,Harassment: Other,NC; harassment; anti-asian; North Bay,,,,
830,https://www.halifaxexaminer.ca/featured/racist-tropes-about-covid-19-echo-the-long-history-of-anti-asian-stereoyping/,"Clerk in store sprays disinfectant only on Asian family, and not on the other shoppers surrounding them",2020-03-21,2020-03-21,0,Nova Scotia,Halifax,,Non-Criminal,,,,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-asian; Halifax,,,,
834,https://www.mtlblog.com/news/canada/qc/montreal/statues-at-montreal-buddhist-temple-defaced-with-sledgehammer-video,Two lion statues at the Quan Am Temple in Cote-des-Neiges were defaced with a sledgehammer,,2020-03-04,,Quebec,Montreal,,,,,,,,,,,,,,,,Vandalism,Police Investigation; vandalism; anti-asian; Montreal,,,,
836,https://ottawacitizen.com/news/local-news/school-board-investigates-trustee-after-incident-in-barrhaven-park/,School board investigates trustee after incident in Barrhaven park,2020-04-02,2020-04-02,0,Ontario,Ottawa,,,,,Black/African/Caribbean,,,,,,,,,,Educational institute: Other,,HR investigation; allegations; anti-black; Ottawa,,,,
839,https://www.halifaxexaminer.ca/featured/black-people-already-struggle-to-breathe-in-canada-ignoring-us-during-this-covid-19-crisis-will-only-make-it-worse/,Presentation about staying at home during premiere's COVID-19 press conference shows no photos of black people despite black people being disproportionately affected by the virus,2020-04-03,2020-04-02,1,Nova Scotia,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Politics,,NC; political ; race relations; anti-black; Nova Scotia,,,,
840,https://www.cbc.ca/news/technology/zoombombing-fbi-warning-1.5519024,Virtual town hall held by YWCA Canada is zoombombed with racial epithets,2020-04-03,2020-04-03,0,,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,NC; hate speech; anti-black; Unknown,,,,
841,https://www.thechronicleherald.ca/news/local/im-profoundly-tired-by-it-members-of-halifax-community-speak-out-about-racism-during-pandemic-434662/,"Muyu Lyu, an international student from China, was on a bus on the way to his internship in downtown Halifax when he said he heard racist comments directed at him.",,2020-02-01,,Nova Scotia,Halifax,,Non-Criminal,,,,,,,,,,,,,Transit,Harassment: Racial profiling,NC; profiled; anti-asian; Halifax,,,,
842,https://www.tbnewswatch.com/local-news/family-of-doctor-on-the-covid-19-front-line-subjected-to-racism-2249846,Family of doctor on the COVID-19 front line subjected to racism,2020-04-13,2020-04-13,0,Ontario,Thunder Bay,,Non-Criminal,,,South Asian,,,,,,,Pakistan,,,,Hate speech: Other,NC; hate speech; anti-Pakistani; Thunder Bay,,,,
843,https://www.halifaxexaminer.ca/featured/letter-from-black-community-to-premier-and-chief-medical-officer-has-been-vandalized-with-racist-comments/,Letter from Black community to Premier and Chief Medical Officer has been vandalized with racist comments,2020-04-15,2020-04-15,0,Nova Scotia,,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,,"Hate speech: Letter/flyer, Vandalism",NC; vandalism; anti-black; Nova Scotia,,,,
844,https://www.theglobeandmail.com/politics/article-scheer-refuses-to-comment-on-conservative-mps-call-for-top-doctor-to/,"Scheer, Conservative leadership candidates refrain from criticizing MP accused of racist comments",2020-04-23,2020-04-23,0,,,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political; anti-asian; National,,,,
845,https://bc.ctvnews.ca/suspect-identified-after-police-release-video-of-assault-on-elderly-vancouver-man-1.4908898,Suspect identified after police release video of assault on elderly Vancouver man,2020-04-23,2020-04-23,0,British Columbia,Vancouver,,,,,,,,,,,,,,,,,Police Investigation; hate crime; anti-asian; Vancouver,,,,
846,https://www.straight.com/covid-19-pandemic/anti-Asian-hate-crimes-increase-Vancouver-Lululemon-apologizes-racist-shirt,Lululemon senior global art director Trevor Fleming posted a link on Instagram to promote the sale of a shirt called “bat fried rice”,,2020-04-22,,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,,,NC; race relations; anti-asian; Vancouver,,,,
847,https://medicinehatnews.com/news/local-news/2020/02/28/hulgaard-pleads-guilty-to-charge-of-wilfully-promoting-hatred/,Hulgaard pleads guilty to charge of wilfully promoting hatred,2020-02-28,2020-02-28,0,Alberta,Medicine Hat,,Criminal: Unknown,,,,,,,,,,,,Religious discrimination: Anti-Semitism,,,C; hate crime; anti-semitic; Medicine Hat,,,,
848,https://vancouversun.com/news/vancouver-mother-shares-terrifying-ordeal-as-citys-hate-crimes-rise/,Vancouver mother shares 'terrifying' ordeal as city's hate crimes rise,2020-04-26,2020-04-26,0,British Columbia,Vancouver,,Non-Criminal,,,,,,,,,,,,,,Harassment: Racial profiling,NC; profiled; anti-asian; Vancouver,,,,
849,https://edmontonjournal.com/news/local-news/new-national-group-forms-to-combat-racism-against-asian-canadians/,New national group forms to combat racism against Asian Canadians,2020-04-27,2020-04-27,0,,,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political ; race relations; anti-racism; National,,,,
850,https://www.citynews1130.com/2020/05/01/vancouver-chinese-cultural-centre-vandalized-with-racist-graffitti/,Vancouver Chinese Cultural Centre vandalized with racist graffiti,2020-05-01,2020-05-01,0,British Columbia,Vancouver,Chinese Cultural Centre,,,,East Asian,,,China,,,,,,,,Vandalism,Police Investigation; vandalism; anti-chinese; Vancouver,,,,
851,https://www.thechronicleherald.ca/news/provincial/racism-on-the-rise-amid-pandemic-ns-rights-commission-director-442965/,"Black boy, but not other non-black children, reported to police for playing basketball alone, for not adhering to social distancing orders",,2020-04-26,,Nova Scotia,Halifax,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,Sports: Basketball,,NC; human rights; anti-black; Halifax,,,,
852,https://www.cbc.ca/news/canada/toronto/black-teachers-tdsb-school-racism-1.5547761,Racist letter sent to black staff members at elementary school,2020-04-28,2020-04-24,4,Ontario,Toronto,,,,,Black/African/Caribbean,,,,,,,,,,Educational institute: K-12,"Harassment: Other, Hate speech: Letter/flyer",Police Investigation; harassment; anti-black; Toronto,,,,
853,https://ottawacitizen.com/news/local-news/ottawa-police-officer-under-investigation-for-allegedly-making-racist-meme-suspended/,Ottawa police officer under investigation for allegedly making racist meme suspended,2020-05-15,2020-04-28,17,Ontario,Ottawa,,,,,Black/African/Caribbean,,,,,,,,,,,,Police Investigation; discrimination at work; anti-black; Ottawa,,,,
854,https://www.cbc.ca/news/canada/epoch-times-coronavirus-bioweapon-1.5548217,Some Canadians who received unsolicited copy of Epoch Times upset by claim that China was behind virus,2020-04-29,2020-04-29,0,,,,Non-Criminal,,,East Asian,,,China,,,,,,,,,NC; race relations; anti-chinese; National,,,,
855,https://www.cbc.ca/news/politics/glen-murray-green-party-1.5553192,Green leadership candidate Glen Murray criticized over comments on discrimination,2020-05-01,2020-05-01,0,,,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political; anti-POC; National,,,,
856,https://www.inbrampton.com/province-appoints-investigator-to-examine-peel-district-school-board-due-to-ongoing-concerns-about-r,Province appoints investigator to examine Peel District School Board due to ongoing concerns about racism in Brampton schools,2020-04-29,2020-04-29,0,Ontario,Brampton,,Non-Criminal,,,Black/African/Caribbean,,,,,,,,,,"Educational institute: Other, Politics",,NC; political; anti-black; Brampton,,,,
857,https://www.cbc.ca/news/canada/british-columbia/kelly-road-shas-ti-secondary-school-prince-george-bc-renaming-1.5548744,First Nation upset as bitter debate over giving school Indigenous name ends in 'compromise',2020-04-29,2020-04-29,0,British Columbia,Prince George,,Non-Criminal,,,Indigenous,,,,,,,,,,Educational institute: Other,,NC; protest ; race relations; anti-indigenous; Prince George,,,,
858,https://aptnnews.ca/2020/04/30/first-nations-doctors-canadas-troublesome-pandemic-response/,First Nations not getting the health care they need during pandemic,2020-04-30,2020-04-30,0,,,,Non-Criminal,,,Indigenous,,,,,,,,,,Healthcare/public health,,NC; human rights; anti-indigenous; National,,,,
859,https://paherald.sk.ca/2020/04/30/metis-nation-representative-throws-support-behind-proposed-back-alley-bylaw/,Metis Nation representative throws support behind proposed back alley bylaw,,2020-04-30,,Saskatchewan,Prince Albert,,Non-Criminal,,,Indigenous,,,,,,,,,,Politics,Harassment: Racial profiling,NC; political ; profiled; anti-indigenous; Prince Albert,,,,
860,https://www.cbc.ca/news/canada/newfoundland-labrador/goose-bay-coop-discrimination-1.5548945,I felt belittled': Sheshatshiu woman raises flag after being directed to 'Innu line' at store,2020-04-30,2020-04-30,0,Newfoundland and Labrador,Happy Valley-Goose Bay,,Non-Criminal,,,Indigenous,,,,,,,,,,,Harassment: Other,NC; harassment; anti-indigenous; Happy Valley-Goose Bay,,,,
861,https://www.cbc.ca/news/canada/windsor/windsor-resident-human-rights-tribunal-win-1.5533850,This Windsor man took a rental discrimination case to the Ontario Human Rights Tribunal and won,2020-04-16,2020-04-16,0,Ontario,Windsor,,,,,Black/African/Caribbean,,,,,,,,,,,,HR investigation; human rights; anti-racism ; anti-black; Windsor,,,,
862,https://www.cbc.ca/news/canada/ottawa/hate-crime-police-force-ottawa-reaction-1.5439673,"Hate crime unit's return met with appreciation, hope",2020-01-25,2020-01-25,0,Ontario,Ottawa,,Non-Criminal,,,,,,,,,,,,,Politics,,NC; political ; race relations; anti-racism; Ottawa,,,,
