incident_id,city_or_region,province,national,detailed_location,article_url,needs_review,notes
601,Toronto,Ontario,,,https://www.vice.com/en_ca/article/pa7bw7/james-sears-editor-of-canadas-most-racist-paper-ygets-year-in-prison-for-promoting-hate-your-ward-news,,
602,Peterborough,Ontario,,,https://globalnews.ca/news/5804076/peterborough-bridge-graffiti-hate-crime/,,
603,Toronto,Ontario,,,https://pressprogress.ca/canadian-white-nationalist-party-kicked-out-of-registered-office-inside-the-toronto-star-building/,,
604,,Ontario,,,https://www.nationalobserver.com/2019/08/22/news/he-used-work-site-promoted-racists-now-he-edits-canadian-news-outlet,,
605,Ottawa,Ontario,,,https://www.baytoday.ca/local-news/end-to-long-standing-gender-based-discrimination-could-see-up-to-450000-become-eligible-for-indian-status-1652660,,
606,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/human-rights-tribunal-montreal-police-1.5255877,,
607,Halifax,Nova Scotia,,,https://www.thechronicleherald.ca/news/local/peoples-party-of-canada-billboard-in-halifax-sparks-outcry-344685/,,
608,Richmond,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/police-investigating-racist-rant-richmond-parking-lot-1.5258802,,
609,Coquitlam,British Columbia,,,https://www.kamloopsmatters.com/local-news/racist-tirade-galvanizes-bc-soccer-camp-1654966,,
610,,Alberta,,,https://www.cbc.ca/news/canada/edmonton/alberta-government-drops-anti-racism-focus-of-popular-grant-1.5394869,,
611,Bible Hill,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/bible-hill-tim-hortons-racism-business-diversity-committee-1.5402255,,
612,Thunder Bay,Ontario,,,https://www.theglobeandmail.com/canada/article-an-indigenous-mans-death-in-thunder-bay-triggered-a-historic-probe-of/,,
613,,British Columbia,,,https://www.vice.com/en_ca/article/akwz7g/canadian-military-investigating-soldier-after-posts-on-neo-nazi-forum,,
614,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/vancouver-school-board-anti-racism-discrimination-policy-1.5398624,,
615,Whycocomagh,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/logan-prosper-returns-to-the-ice-1.5397093,,
616,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/school-board-lifts-ban-on-mother-in-do-rag-feud-1.5400150,,
617,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/elite-vancouver-private-school-failed-to-stop-student-bullying-says-b-c-supreme-court-claim-1.5398410,,
618,Niagara,Ontario,,,https://www.stcatharinesstandard.ca/news-story/9841132-hamilton-woman-in-racist-boxing-day-parking-lot-rant-to-appear-in-court-in-march/,,
619,Winnipeg,Manitoba,,,https://globalnews.ca/news/6358053/winnipeg-artist-reacts-with-love-after-buyer-deliberately-destroys-painting/,,
620,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/news-story/9793216-peterborough-mayor-wants-white-nationalist-group-s-posters-removed/,,
621,Winnipeg,Manitoba,,,https://winnipeg.citynews.ca/2019/12/30/family-of-inuk-singer-kelly-fraser-remembers-incredibly-kind-performer/,,
622,Cape Breton,Nova Scotia,,,https://aptnnews.ca/2019/12/28/racism-is-alive-and-well-mikmaq-fishermen-vow-to-be-back-on-the-water-after-boat-sunk/,,
623,Gabriola Island,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/bc-gabriola-island-jewish-camp-graffiti-1.5411266,,
624,Calgary,Alberta,,,https://www.cbc.ca/news/canada/calgary/calgary-unprovoked-attack-hate-crime-charges-1.5413054,,
625,Thunder Bay,Ontario,,,https://www.theglobeandmail.com/canada/article-ontario-court-of-appeal-unanimously-rules-against-closed-police/,,
626,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/cultural-assessment-samson-aristor-1.5404479,,
627,,Nova Scotia,,,https://globalnews.ca/news/6322041/nshrc-rescinds-award-rana-zaman/,,
628,Winnipeg,Manitoba,,,https://www.ctvnews.ca/canada/indigenous-couple-say-they-were-racially-profiled-at-michaels-store-1.4740531,,
629,London,Ontario,,,https://www.cbc.ca/news/canada/london/london-family-house-egged-1.5407240,,
630,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/kenrick-mcrae-quebec-police-ethics-committeee-1.5407049,,
631,Toronto,Ontario,,,https://www.kamloopsmatters.com/national-sports/forge-fc-assistant-coach-to-appeal-suspension-denying-allegations-of-racism-1661854,,
632,Calgary,Alberta,,,https://calgaryherald.com/news/local-news/very-racist-and-hurtful-groups-slam-anti-immigration-billboard-seen-in-calgary-across-canada,,
633,,New Brunswick,,,https://www.cbc.ca/sports/quebec-baseball-racism-1.5264550,,
634,Toronto,Ontario,,,https://www.huffingtonpost.ca/entry/gurratan-singh_ca_5d6d4044e4b0110804530b40,,
635,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/dennis-flynn-park-toronto-police-anti-muslim-graffiti-sign-1.5267436,,
636,Montreal,Quebec,,,https://cfjctoday.com/2019/09/01/liberals-drop-candidate-in-montreal-riding-over-comments-described-as-anti-semitic-2/,,
637,,New Brunswick,,,https://www.cbc.ca/news/politics/ndp-racism-new-brunswick-green-party-elizabeth-may-jonathan-richardson-1.5269606,,
638,Windsor,Ontario,,,https://blackburnnews.com/windsor/windsor-news/2019/09/05/graffiti-condemned-friends-simon-wiesenthal-centre/,,
639,Ottawa,Ontario,,,https://www.cbc.ca/news/indigenous/child-welfare-on-reserve-compensation-1.5272667,,
640,Burnaby,British Columbia,,,https://www.citynews1130.com/2019/09/05/sfu-security-targeted-incident/,,
641,Bay of Quinte,Ontario,,,https://pressprogress.ca/green-party-candidate-says-focusing-on-racism-is-a-distraction-from-real-problems/,,
642,Cobourg,Ontario,,,https://globalnews.ca/news/5860871/cobourg-nazi-flag-hate-crime-human-rights/,,
643,Montreal,Quebec,,,https://www.jns.org/former-cab-driver-charged-for-beating-jewish-man-in-montreal/,,
644,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/man-arrested-racist-bus-rant-1.5274495,,
645,Vancouver,British Columbia,,,https://www.citynews1130.com/2019/09/07/absolute-garbage-vancouver-sun-op-ed-draws-backlash-criticized-as-racist/,,
646,Ottawa,Ontario,,,https://www.nationalobserver.com/2019/09/08/news/first-nations-given-max-compensation-ottawas-child-welfare-discrimination,,
647,London,Ontario,,,https://london.ctvnews.ca/ppc-campaign-office-launch-interrupted-by-immigration-question-1.4586471,,
648,Port Alberni,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/port-alberni-vancouver-island-racist-covenant-property-title-1.5277395,,
649,Edmonton,Alberta,,,https://edmontonjournal.com/news/local-news/edmonton-lgbtq-gym-closes-temporarily-following-hate-crime-report,,
650,Coquitlam,British Columbia,,,https://edmonton.citynews.ca/2019/09/12/ppc-racism-candidate/,,
651,Innu Nation,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/innu-nation-perry-trimper-reaction-1.5282187,,
652,Simcoe North,Ontario,,,https://www.huffingtonpost.ca/entry/eric-schomann-resigns-greens-islamophobia_ca_5d7aa6dde4b061b5526a0bdf,,
653,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/north/class-action-alleging-rcmp-discrimination-growing-says-lawyer-1.5283610,,
654,West Island,Quebec,,,https://montreal.ctvnews.ca/a-west-island-conservative-party-candidate-s-signs-are-being-defaced-with-swastikas-1.4595794,,
655,,British Columbia,,,https://www.vancouverisawesome.com/vancouver-news/indigenous-birth-alert-system-child-apprehension-bc-canada-1945722,,
656,Ottawa,Ontario,,,https://www.narcity.com/news/ca/maxime-berniers-debate-invitation-results-in-a-complaint-letter-from-the-ndp,,
657,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/racist-video-school-parents-1.5287414,,
658,Ottawa,Ontario,,,https://www.aljazeera.com/news/2019/09/canada-trudeau-admits-racist-brownface-makeup-190919020824711.html,,
659,Winnipeg,Manitoba,,,https://www.vice.com/en_ca/article/9ke3p8/maxime-berniers-party-doxxed-and-called-this-man-a-terrorist-so-hes-suing,,
660,Toronto,Ontario,,,https://globalnews.ca/news/5918701/owen-sound-hate-based-stickers/,,
661,Owen Sound,Ontario,,,https://www.owensoundsuntimes.com/news/local-news/national-organization-alarmed-by-hate-related-sticker-campaign-in-owen-sound,,
662,Toronto,Ontario,,,https://www.coastmountainnews.com/news/air-canada-forced-girl-12-to-remove-hijab-civil-rights-group/,,
663,Saskatoon,Saskatchewan,,,https://www.cbc.ca/news/canada/saskatoon/saskatoon-gas-assault-mischief-1.5294412,,
664,Calgary,Alberta,,,https://globalnews.ca/news/5945231/calgary-skyview-federal-election-signs-racist-vandalism/,,
665,Surrey,British Columbia,,,https://www.surreynowleader.com/federal-election/maxime-bernier-stumping-in-surrey-wednesday-morning/,,
666,,Quebec,,,https://www.theglobeandmail.com/canada/article-three-teachers-file-another-lawsuit-against-quebecs-bill-21/,,
667,Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/calabash-bistro-racist-graffiti-vancouver-1.5297808,,
668,Richmond,British Columbia,,,https://www.vancouverisawesome.com/vancouver-news/chinese-group-demands-public-apology-for-racist-rant-richmond-bc-1945921,,
669,Calgary,Alberta,,,https://globalnews.ca/news/5972723/discrimination-has-no-jurisdiction-calgary-council-passes-motion-opposing-quebecs-bill-21/,,
670,Montreal,Quebec,,,https://www.cp24.com/news/watch-cut-off-turban-to-look-like-a-canadian-racist-man-tells-singh-1.4620893,,
671,Edmonton,Alberta,,,https://lethbridgenewsnow.com/2019/10/04/association-of-nigerian-doctors-calls-alberta-judges-comments-racist-3/,,
672,Ottawa,Ontario,,,https://www.huffingtonpost.ca/entry/jaime-battiste_ca_5d9a225fe4b099389801ab90,,
673,Toronto,Ontario,,,https://www.cjnews.com/news/canada/york-federation-of-students-passes-motion-to-oppose-israeli-officials,,
674,Halifax,Nova Scotia,,,https://globalnews.ca/news/6238618/former-cop-says-more-than-apology-to-black-community-needed-from-police/,,
675,,,Yes,,https://globalnews.ca/news/5991248/appeal-indigenous-children-welfare/,,
676,,,Yes,,https://aptnnews.ca/2019/11/29/federal-court-strikes-down-request-from-canada-to-have-human-rights-tribunal-ruling-put-on-hold/,,
677,Halifax,Nova Scotia,,,https://globalnews.ca/news/6234948/after-street-checks-apology-african-nova-scotians-present-canada-with-a-challenge-and-opportunity/,,
678,St. John's,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/kijiji-discrimination-human-rights-1.5346877,,
679,,Quebec,,,https://www.cbc.ca/news/canada/montreal/justice-femme-bill-21-pamphlets-islamophobia-1.5375642,,
680,,,Yes,,https://calgaryherald.com/pmn/news-pmn/canada-news-pmn/first-nations-child-welfare-case-adjourns-judge-reserves-decision/wcm/2c9e7d7d-1f6a-4a55-89a3-cfe7697e3b4e/,,
681,,,Yes,,https://www.cbc.ca/news/canada/ottawa/canada-s-temporary-visa-approval-rate-lowest-for-african-travellers-1.5369830,,
682,,,Yes,,https://www.cbc.ca/sports/hockey/nhl/ron-maclean-don-cherry-reaction-nov-19-1.5365690,,
683,Toronto,Ontario,,,https://www.ctvnews.ca/politics/military-investigated-reservist-for-ties-to-canadian-nationalist-party-1.4692748,,
684,Vancouver,British Columbia,,,https://thepostmillennial.com/watch-anti-bigotry-activist-was-super-racist-outside-meghan-murphy-event/,,
685,,Quebec,,,https://toronto.citynews.ca/2019/11/18/teacher-union-to-sue-quebec-on-religious-symbols-ban/,,
686,Surrey,British Columbia,,,https://www.surreynowleader.com/news/surrey-latest-city-to-denounce-quebecs-bill-21/,,
687,Montreal,Quebec,,,https://www.cbc.ca/news/canada/montreal/spvm-street-check-motion-1.5364631,,
688,,,Yes,,https://www.ctvnews.ca/sports/bobby-orr-defends-don-cherry-rips-sportsnet-for-decision-to-fire-commentator-1.4687350,,
689,Regina,Saskatchewan,,,https://www.cbc.ca/news/canada/saskatchewan/travis-patron-arrested-and-charged-1.5358611,,
690,,Quebec,,,http://www.israelnationalnews.com/News/News.aspx/271255,,
691,,Ontario,,,https://www.thestar.com/news/gta/2019/09/16/rights-tribunal-orders-imperial-oil-to-pay-116000-to-engineer-rejected-for-job-over-immigration-status.html,,
692,Vancouver,British Columbia,,,https://vancouversun.com/news/local-news/community-activists-launch-stop-racism-alliance-in-response-to-recent-incidents/,,
693,,Quebec,,,https://www.bbc.com/news/world-us-canada-50241251,,
694,Calgary,Alberta,,,https://www.cbc.ca/news/canada/calgary/eric-levesque-calgary-police-1.5341774,,
695,Hamilton,Ontario,,,https://www.hamiltonnews.com/news-story/9667530-hamilton-city-manager-janette-smith-calls-on-business-leaders-to-promote-diversity-and-inclusion/,,
696,Montreal,Quebec,,,https://montrealgazette.com/news/local-news/anti-racism-protesters-in-montreal-denounce-rise-in-hate-crimes/,,
697,Vancouver,British Columbia,,,https://globalnews.ca/news/6052941/vancouver-private-school-suspended-student/,,
698,Winnipeg,Manitoba,,,https://winnipegsun.com/news/news-news/grotesque-winnipeg-condemns-quebecs-discriminatory-bill-21,,
699,,British Columbia,,,https://business.financialpost.com/pmn/business-pmn/canadas-british-columbia-implements-u-n-accord-on-indigenous-peoples-rights,,
700,,British Columbia,,,https://globalnews.ca/news/6068486/transgender-woman-genital-waxing-discrimination-tribunal/,,
701,,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/kirk-johnson-north-preston-boxer-traffic-stop-street-checks-police-1.5331993,,
702,Mississauga,Ontario,,,https://www.insauga.com/heres-how-mississauga-is-opposing-a-controversial-quebec-bill,,
703,,,Yes,,https://nationalpost.com/news/politics/election-2019/nothing-but-a-vanity-project-peoples-party-of-canada-is-likely-dead-experts-say,,
704,Montreal,Quebec,,,https://www.mtlblog.com/news/canada/qc/montreal/montreal-stm-bus-stop-sign-vandalized-with-racist-message-photo,,
705,Toronto,Ontario,,,https://www.cp24.com/news/syrian-restaurant-owners-filing-complaint-about-hate-messages-toronto-cops-say-1.4631602,,
706,Montreal,Quebec,,,https://thelinknewspaper.ca/article/protest-denounces-federal-decision-to-appeal-canadian-human-rights-tribunal-ruling,,
707,Peel Region,Ontario,,,https://themedium.ca/news/peel-region-council-officially-denounces-bill-21/,,
708,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/edmonton-city-council-quebec-bill-21-1.5325405,,
709,,,Yes,,https://election.ctvnews.ca/truth-tracker-no-justin-trudeau-does-not-want-to-implement-sharia-law-in-canada-1.4644834,,
710,,,Yes,,https://www.salon.com/2019/10/17/obama-endorses-canadas-justin-trudeau-for-another-term-in-spite-of-blackface-scandal/,,
711,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/university-of-ottawa-racism-1.5325143,,
712,London,Ontario,,,https://www.cbc.ca/news/canada/london/saunders-school-muslim-reaction-sensationalized-tensions-london-ontario-1.5321286,,
713,,Nova Scotia,,,https://www.cbc.ca/news/canada/nova-scotia/battiste-liberal-apology-sydney-victoria-racist-sexist-1.5312517,,
714,,,Yes,,https://globalnews.ca/news/6003564/ideas-hurtful-canada-singh-bernier-leaders-debates/,,
715,Burlington,Ontario,,,https://www.cjnews.com/news/canada/two-men-charged-with-hate-in-burlington-ont,,
716,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/hamilton-synagogue-beth-jacob-anti-semitic-graffiti-police-1.5311598,,
717,,,Yes,,https://globalnews.ca/video/6003529/leaders-debate-scheer-says-trudeau-uses-racism-hateful-language-to-demonize-anyone-who-disagrees-with-him,,
718,Norfolk,Ontario,,,https://www.simcoereformer.ca/news/local-news/accusations-of-racism-dog-candidate,,
719,Toronto,Ontario,,,https://www.cjnews.com/news/canada/group-urges-federal-candidates-to-sign-anti-bill-21-pledge,,
720,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/hate-bias-graffiti-hamilton-police-1.5324342,,
721,,,Yes,,https://globalnews.ca/news/6035104/jagmeet-singh-charlie-angus-defamation/,,
722,,,Yes,,https://www.huffingtonpost.ca/entry/green-party-quebec-islamophobic_ca_5da64d95e4b002e33e7698cf,,
723,Dartmouth,Nova Scotia,,,https://www.thechronicleherald.ca/federal-election/peoples-party-of-canada-candidate-shouldnt-have-been-included-ndp-mla-364282/,,
724,Toronto,Ontario,,,https://www.theglobeandmail.com/canada/article-former-ceo-of-dying-with-dignity-canada-accuses-organization-of/,,
725,,,Yes,,https://www.cbc.ca/news/politics/jagmeet-singh-racist-canada-1.5316318,,
726,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/queens-university-chown-note-1.5318580,,
727,,Nova Scotia,,,https://globalnews.ca/news/6025100/maxime-bernier-ns-ppc-islamophobia/,,
728,Brampton,Ontario,,,https://www.inbrampton.com/caught-on-video-brampton-election-sign-defaced-with-racist-remarks,,
729,,,Yes,,https://www.huffingtonpost.ca/entry/andrew-scheer-free-speech-conservative-platform_ca_5da10705e4b087efdbae5cb8,,
730,,Quebec,,,https://www.cbc.ca/news/canada/north/quebec-indigenous-leaders-canada-1.5318934,,
731,Hamilton,Ontario,,,https://www.cbc.ca/news/canada/hamilton/hate-graffiti-synagogue-1.5316631,,
732,,,Yes,,https://www.cbc.ca/news/politics/elizabeth-may-green-party-racism-1.5318023,,
733,London,Ontario,,,https://www.cbc.ca/news/canada/london/parent-indigenous-education-racial-tension-saunders-secondary-school-1.5313601,,
734,Truro,Nova Scotia,,,https://www.saltwire.com/news/town-of-truro-takes-historic-steps-361910/?location=newfoundland-labrador,,
735,Labrador,Newfoundland and Labrador,,,https://www.cbc.ca/news/canada/newfoundland-labrador/innu-nation-court-filing-nunatukavut-mou-1.5313083,,
736,,,Yes,,https://www.stcatharinesstandard.ca/news-story/9639128-he-says-he-works-security-for-maxime-bernier-he-s-also-listed-as-a-founding-member-of-a-party-promoting-white-nationalism/,,
737,Hamilton,Ontario,,,https://www.thespec.com/news/hamilton-region/2019/10/10/hamilton-pro-diversity-advocate-receives-threatening-emails-for-bernier-protest-remarks.html,,
738,,,Yes,,https://chatnewstoday.ca/2019/10/10/singhs-stance-on-bill-21-called-out-by-anti-hate-group/,,
739,Medicine Hat,Alberta,,,https://vancouversun.com/pmn/news-pmn/canada-news-pmn/southern-alberta-man-accused-of-promoting-hatred-pleads-not-guilty/wcm/cec750c5-c5c3-4507-a306-7dc83a940c63/,,
740,Winnipeg,Manitoba,,,https://www.winnipegfreepress.com/special/federal-election/son-of-asian-immigrants-ends-candidacy-for-racist-intolerant-party-562561712.html,,
741,Vancouver,British Columbia,,,https://bc.ctvnews.ca/racial-profiling-behind-violent-arrest-at-vancouver-walmart-indigenous-mom-1.4997247,,
742,,Alberta,,,https://calgary.ctvnews.ca/alberta-energy-minister-fires-back-at-un-committee-for-criticism-of-energy-megaprojects-1.4757071,,
743,,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/b-c-human-rights-commissioner-calls-on-canada-to-stop-eviction-of-wet-suwet-en-people-in-pipeline-standoff-1.5423639,,
744,Vancouver,British Columbia,,,https://bc.ctvnews.ca/investigation-ordered-into-arrest-of-indigenous-man-and-granddaughter-at-bmo-bank-1.4767247,,
745,Gaspé,Quebec,,,https://www.cbc.ca/news/canada/montreal/quebec-hockey-racism-1.5417282,,
746,Granby,Quebec,,,https://montreal.ctvnews.ca/quebec-man-38-facing-charges-of-inciting-hate-against-minorities-1.4756762,,
747,Sault Ste. Marie,Ontario,,,https://www.cbc.ca/news/canada/sudbury/sault-ste-marie-racism-funding-1.5422010,,
748,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/news-story/9804485-police-investigating-after-more-white-nationalist-posters-go-up-in-downtown-peterborough/,,
749,,,Yes,,https://www.hilltimes.com/2020/01/07/muslim-canadian-group-deeply-disappointed-by-end-to-ethics-review-of-senator-boisvenus-facebook-activity/229643,,
750,,,Yes,,https://www.cbc.ca/news/canada/manitoba/poems-removed-parliamentary-website-1.5416642,,
751,Regina,Saskatchewan,,,https://regina.ctvnews.ca/court-of-appeal-orders-new-trial-in-case-of-doctor-unfairly-assessed-for-coroner-s-office-job-1.4762581,,
752,Athabasca,Alberta,,,https://globalnews.ca/news/6385839/athabasca-alberta-cab-swastika-vandalism/,,
753,Peterborough,Ontario,,,https://www.thepeterboroughexaminer.com/news-story/9812633-racist-graffiti-removed-from-footbridge-in-peterborough/,,
754,Halifax,Nova Scotia,,,https://www.thetelegram.com/news/canada/woman-accuses-halifax-police-of-racial-profiling-after-violent-walmart-arrest-399171/,,
755,Montreal,Quebec,,,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/jewish-group-raises-concerns-about-secret-hitler-board-game-sold-in-montreal,,
756,Scarborough,Ontario,,,https://www.toronto.com/news-story/9805830--how-sad-it-was-toronto-hockey-great-s-daughter-says-of-racist-incident/,,
757,,,Yes,,https://globalnews.ca/news/6421263/i-am-here-canada-counter-speak-facebook-comments/,,
758,Vancouver,British Columbia,,,https://www.thegrowthop.com/cannabis-business/cannabis-brand-blk-mkt-attracts-controversy-at-vancouver-conference,,
759,Toronto,Ontario,,,https://www.thestar.com/politics/provincial/2020/01/24/ford-defends-phenomenal-appointment-of-toronto-police-officer-to-human-rights-commission.html,,
760,West Vancouver,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/land-covenants-1.5442686,,
761,Ottawa,Ontario,,,https://www.cbc.ca/news/politics/csis-muslim-discrimination-lawsuit-1.5433654,,
762,Halifax,Nova Scotia,,,https://globalnews.ca/news/6453123/halifax-police-officer-racially-profiled/,,
763,Toronto,Ontario,,York,https://www.cbc.ca/news/canada/toronto/coronavirus-chinese-stigma-york-regional-school-board-1.5443128,,
764,Toronto,Ontario,,,https://www.blogto.com/city/2020/01/coronavirus-concerns-toronto-are-leading-racism-against-chinese-community/,,
765,Kemptville,Ontario,,,https://ottawa.ctvnews.ca/ottawa-area-school-board-investigates-racist-promposal-that-refers-to-black-people-picking-cotton-1.4792566,,
766,Newmarket,Ontario,,,https://www.cp24.com/news/anti-semitic-and-racist-graffiti-found-outside-newmarket-elementary-school-1.4785585,,
767,Markham,Ontario,,,https://www.yorkregion.com/news-story/9837111-wuhan-noodle-restaurant-in-markham-experiences-racism-amid-coronavirus-fear/,,
768,Peel Region,Ontario,,,https://www.cp24.com/news/racism-probe-in-peel-school-board-has-unearthed-stories-of-marginalization-discrimination-1.4785493,,
769,Vancouver,British Columbia,,East Vancouver,https://www.vancouverisawesome.com/vancouver-news/disturbing-racist-flyers-circulated-east-vancouver-2053634,,
770,Victoria,British Columbia,,,https://www.straight.com/news/1352741/indigenous-scholar-and-filmmaker-nikki-sanchez-accuses-westjet-racism,,
771,Toronto,Ontario,,,https://www.straight.com/news/1354031/journalist-peter-akman-no-longer-works-ctv-after-infamous-coronavirus-tweet,,
772,Ottawa,Ontario,,,https://ottawasun.com/news/local-news/police-board-approves-plan-to-hire-100-new-officers/wcm/5e097e7a-e8df-4da2-bb69-c26105e86e35,,
773,Victoria,British Columbia,,,https://www.martlet.ca/letter-an-open-letter-to-the-victoria-police-department/,,
774,New Westminster,British Columbia,,,https://www.newwestrecord.ca/news/new-west-police-have-a-new-policy-on-controversial-street-checks-1.24062498,,
775,Edmonton,Alberta,,,https://www.cbc.ca/news/canada/edmonton/do-rag-dispute-silent-protest-1.5444030,,
776,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/racism-coronavirus-canada-1.5449023,,
777,Sudbury,Ontario,,,https://www.sudbury.com/local-news/racist-incident-shakes-louis-street-activist-2068848,,
778,Amherst,Nova Scotia,,,https://globalnews.ca/news/6500898/vandalized-provincial-sign-northern-pulp/,,
779,,Ontario,,,https://www.cbc.ca/news/politics/lynn-beyak-metis-anti-racism-training-session-1.5450372,,
780,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/winnipeg-calvin-christian-school-offensive-language-1.5453777,,
781,Whitby,Ontario,,,https://globalnews.ca/news/6547719/racist-posters-durham-region-police/,,
782,Longueuil,Quebec,,,https://www.cbc.ca/news/canada/montreal/longueil-police-coronavirus-bullying-1.5452371,,
783,Montreal,Quebec,,,https://montrealgazette.com/news/local-news/opposition-renews-call-for-bodycams,,
784,Nanaimo,British Columbia,,,https://www.cbc.ca/news/canada/british-columbia/indigenous-racial-profiling-accusation-b-c-1.5455401,,
785,,,Yes,,https://www.citynews1130.com/2020/02/14/increasing-racism-wetsuweten-people/,,
786,,,Yes,,https://www.nationalobserver.com/2020/02/14/news/scheer-blasted-racist-and-absurd-telling-wetsuweten-supporters-check-their-privilege,,
787,Winnipeg,Manitoba,,,https://www.cbc.ca/news/canada/manitoba/indigenous-racism-winnipeg-violet-baptiste-1.5464202,,
788,Brampton,Ontario,,,https://www.ctvnews.ca/canada/ont-woodshop-teacher-suspended-after-racist-comment-safety-violations-1.4811233,,
789,,Manitoba,,,https://globalnews.ca/news/6555169/pallister-accused-of-racist-language-in-fundraising-letter-on-blockades/,,
790,Dryden,Ontario,,,https://www.cbc.ca/news/canada/thunder-bay/dryden-hotel-racism-accusations-1.5457376,,
791,Montreal,Quebec,,,https://montreal.ctvnews.ca/montreal-man-alleges-racial-profiling-wants-apology-after-police-barge-into-super-bowl-party-he-says-1.4812952,,
792,,Ontario,,,https://www.lawtimesnews.com/resources/professional-regulation/lso-diversity-debate-reignited-after-alleged-conflict-between-equity-advisor-bencher/325421,,
793,Halifax,Nova Scotia,,,https://atlantic.ctvnews.ca/protesters-show-support-for-woman-charged-in-walmart-incident-1.4818337,,
794,Toronto,Ontario,,,https://www.cbc.ca/news/canada/toronto/toronto-police-plan-cctv-cameras-jane-finch-community-surprised-angry-1.5469409,,
795,Bedford,Nova Scotia,,,https://www.thechronicleherald.ca/news/local/mom-accuses-halifax-police-of-racial-profiling-in-boys-violent-arrest-at-bedford-mall-414668/,,
796,Prince Albert,Saskatchewan,,,https://panow.com/2020/02/25/p-a-establishes-curfew-on-walkways-exempts-rotary-trail/,,
797,Toronto,Ontario,,,https://globalnews.ca/news/6579968/value-village-toronto-racist-tirade-video/,,
798,Toronto,Ontario,,,https://www.thestar.com/opinion/2020/02/18/humiliation-and-isolation-black-professor-at-york-university-alleges-racism-and-harassment.html,,
799,Toronto,Ontario,,,https://www.cjnews.com/news/canada/jewish-toronto-restaurateur-fights-racism,,
800,Brampton,Ontario,,,https://www.thestar.com/news/gta/2020/02/20/brampton-woodshop-teacher-suspended-for-six-months-after-making-racist-remarks-to-student.html,,
801,Newmarket,Ontario,,,https://www.yorkregion.com/news-story/9859803-160-newmarket-students-write-positive-affirmations-after-racist-graffiti/,,
802,Ottawa,Ontario,,,https://www.cbc.ca/news/canada/ottawa/racist-emails-ottawa-carleton-district-school-board-1.5474391,,
803,,Quebec,,,https://www.cbc.ca/kidsnews/post/it-really-hurts-first-nations-youth-use-red-tape-to-call-out-racism-in-hock,,
804,Halifax,Nova Scotia,,,https://atlantic.ctvnews.ca/haligonians-protest-police-brutality-on-halifax-regional-police-s-doorstep-1.4834130,,
805,Wet'suwet'en,British Columbia,,,https://ricochet.media/en/2961/bomb-threat-made-against-wetsuweten-and-tyendinaga-mohawks-as-far-right-escalates-talk-of-violence,Multiple locations,Article also mentions a threat to Tyendinaga Mohawks in Ontario. Should an additional entry be added for the Ontario location?
806,,Alberta,,,https://aptnnews.ca/2020/02/28/do-not-seek-retribution-alberta-chief-calls-for-calm-after-racist-videos-surface/,,
807,Calgary,Alberta,,,https://globalnews.ca/news/6600386/calgary-college-hockey-racial-slur-apology/,Multiple locations,"Multiple locations: Calgary, AB; Red Deer, AB"
808,Ponoka,Alberta,,,https://globalnews.ca/news/6610934/ponoka-school-incident-social-media-hold-and-secure/,,
809,,,Yes,,https://globalnews.ca/news/6608185/indigenous-wetsuweten-protests/,,
810,Edmonton,Alberta,,,https://globalnews.ca/news/6626029/indigenous-people-canada-racism-wetsuweten-blockades/,,
